,SalePrice,LotArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars
1051,200141,11175,1316,0,0,2,0,3,1,1,2
1052,165000,9500,1977,0,1,1,1,4,1,1,2
1053,144500,8562,1526,0,0,1,0,4,1,1,1
1054,255000,11367,1989,1,0,2,1,3,1,1,2
1055,180000,11361,1523,0,1,2,0,3,1,1,2
1056,185850,7052,1364,1,0,2,0,2,1,1,2
1058,335000,11308,2184,1,0,2,1,3,1,1,3
1059,220000,11275,1991,0,0,1,1,3,1,1,2
1060,213500,4920,1338,1,0,2,0,2,1,0,2
1061,81000,18000,894,0,0,1,0,2,1,0,3
1062,90000,13600,2337,0,0,2,0,5,2,0,2
1063,110500,6000,1103,0,0,1,0,2,1,1,2
1064,154000,11000,1154,0,0,1,1,3,1,1,2
1065,328000,14000,2260,1,0,2,1,3,1,0,2
1066,178000,7837,1571,0,0,2,1,3,1,1,2
1067,167900,9760,1611,1,0,1,1,4,1,0,2
1068,151400,3964,2521,1,0,2,1,5,1,1,2
1069,135000,9600,893,0,1,1,0,2,1,0,2
1070,135000,10152,1048,1,0,1,0,3,1,0,1
1071,154000,11700,1556,0,0,1,1,4,1,0,2
1072,91500,7585,1456,1,1,1,0,4,1,1,1
1073,159500,7950,1426,0,0,1,1,3,1,0,2
1074,194000,8556,1240,0,0,2,0,2,1,0,3
1075,219500,13125,1740,0,0,1,1,3,1,2,1
1076,170000,10800,1466,0,1,2,0,3,1,1,2
1077,138800,15870,1096,1,0,1,0,3,1,0,1
1078,155900,4435,848,1,0,1,0,1,1,1,2
1079,126000,8775,990,0,0,1,0,3,1,0,1
1080,145000,11040,1258,0,1,2,0,3,1,0,2
1081,133000,7500,1040,1,0,1,1,3,1,0,1
1082,192000,8749,1459,0,0,2,0,3,1,1,2
1083,160000,8800,1251,1,0,1,0,3,1,2,1
1084,187500,13031,1498,0,0,2,1,3,1,1,2
1085,147000,9069,996,1,0,1,0,2,1,0,2
1086,83500,1974,1092,0,0,1,1,3,1,0,1
1087,252000,10574,1953,0,0,2,1,3,1,1,3
1088,137500,2522,1709,0,0,2,0,3,1,0,2
1089,197000,3316,1247,1,0,1,1,1,1,1,2
1090,92900,8544,1040,0,0,2,0,2,2,0,2
1091,160000,2160,1252,1,0,2,1,2,1,0,2
1092,136500,8400,1694,0,0,2,0,4,1,1,2
1093,146000,9230,1200,1,0,1,1,1,1,0,2
1094,129000,5868,936,1,0,1,0,2,1,0,1
1095,176432,9317,1314,0,0,2,0,3,1,1,2
1096,127000,6882,1355,0,0,1,1,3,1,0,0
1097,170000,3696,1088,0,0,1,1,2,1,0,2
1098,128000,6000,1324,0,0,1,0,3,1,0,1
1099,157000,11880,1601,0,0,2,0,3,1,1,2
1100,60000,8400,438,0,0,1,0,1,1,0,1
1101,119500,9758,950,0,0,1,0,3,1,0,1
1102,135000,7000,1134,0,0,1,0,2,1,0,1
1103,159500,8910,1194,0,1,1,0,3,1,1,2
1104,106000,2016,1302,0,0,2,1,3,1,0,2
1105,325000,12256,2622,1,0,2,1,3,1,2,2
1106,179900,10357,1442,1,0,2,0,3,1,1,2
1107,274725,23257,2021,0,0,2,1,3,1,1,2
1108,181000,8063,1690,0,0,2,1,3,1,1,2
1109,280000,11362,1836,1,0,2,0,3,1,1,3
1110,188000,8000,1658,1,0,2,1,3,1,1,2
1111,205000,10480,1964,0,0,2,1,4,1,1,2
1112,129900,7100,816,1,0,1,0,2,1,0,1
1113,134500,8923,1008,1,0,1,0,2,1,0,1
1114,117000,5400,833,0,0,1,0,2,1,0,1
1115,318000,12085,1734,1,0,2,0,3,1,1,3
1116,184100,7750,1419,1,0,2,1,3,1,1,2
1117,130000,9764,894,1,0,1,0,3,1,0,2
1118,140000,13825,1601,0,1,1,0,3,1,0,1
1119,133700,7560,1040,0,0,1,0,3,1,0,1
1120,118400,8263,1012,0,0,1,0,2,1,1,1
1121,212900,10084,1552,0,0,2,0,3,1,0,3
1122,112000,8926,960,0,0,1,0,3,1,0,1
1123,118000,9405,698,0,1,1,0,2,1,0,0
1124,163900,9125,1482,0,0,2,1,3,1,1,2
1125,115000,10434,1005,0,0,1,0,2,1,1,2
1126,174000,3684,1555,0,0,2,0,2,1,1,3
1127,259000,14572,1530,1,0,2,0,3,1,1,3
1128,215000,11796,1959,0,0,2,1,4,1,1,2
1129,140000,7200,936,1,0,1,0,2,1,0,2
1130,135000,7804,1981,1,0,2,0,4,1,2,2
1131,93500,10712,974,0,0,1,0,3,1,0,0
1132,117500,9900,2210,0,0,2,0,5,1,0,1
1133,239500,9828,2020,0,0,2,1,3,1,1,2
1134,169000,8773,1600,0,0,2,1,3,1,1,2
1135,102000,6180,986,0,0,1,0,2,1,1,1
1136,119000,9600,1252,0,0,1,0,3,1,0,1
1137,94000,6342,1020,0,0,1,0,2,1,0,0
1138,196000,9819,1567,1,0,2,0,2,1,2,2
1139,144000,8731,1167,0,0,1,0,3,1,1,2
1140,139000,7350,952,1,0,1,0,2,1,0,2
1141,197500,10304,1868,1,0,2,1,4,1,1,2
1142,424870,9965,2828,1,0,3,0,4,1,1,3
1143,80000,9000,1006,0,0,1,0,3,1,0,0
1144,80000,12180,924,1,0,1,0,2,1,0,1
1145,149000,6240,1576,0,0,1,0,3,1,1,1
1146,180000,11200,1298,1,0,2,0,3,1,1,2
1147,174500,12000,1564,0,0,1,1,3,1,1,1
1148,116900,5700,1111,0,0,1,0,2,1,1,1
1149,143000,9000,1482,0,1,1,0,3,1,0,2
1150,124000,8280,932,0,0,1,0,2,1,1,1
1151,149900,17755,1466,0,0,1,1,3,1,2,2
1152,230000,14115,1811,0,0,1,0,2,1,1,2
1153,120500,5890,816,0,0,1,0,2,1,0,1
1154,201800,13700,1820,0,0,1,2,4,1,2,2
1155,218000,10768,1437,1,0,2,0,3,1,1,2
1156,179900,9350,1265,0,1,2,0,3,1,1,2
1157,230000,5001,1314,1,0,2,0,2,1,1,2
1158,235128,11932,1580,0,0,2,0,3,1,0,3
1159,185000,9120,1876,0,0,2,1,4,1,1,2
1160,146000,2280,1456,0,0,2,1,3,1,1,2
1161,224000,14778,1640,1,0,1,0,3,1,1,2
1162,129000,8724,894,0,0,1,0,3,1,1,2
1163,108959,12900,1258,2,0,0,2,0,2,0,2
1164,194000,16157,1432,1,0,1,1,2,1,1,2
1165,233170,9541,1502,0,0,2,0,3,1,0,2
1166,245350,10475,1694,0,0,2,0,3,1,0,3
1167,173000,10852,1671,1,0,2,1,3,1,1,2
1168,235000,13728,2108,0,0,2,0,4,1,2,2
1170,171000,9880,1118,1,0,1,0,3,1,1,1
1171,163000,9120,1261,1,0,1,0,3,1,1,2
1172,171900,4017,1250,0,0,2,1,2,1,0,2
1173,200500,18030,3086,0,0,3,0,3,1,1,0
1174,239000,16560,2345,0,0,2,1,4,1,1,2
1175,285000,10678,2872,0,0,2,1,4,1,1,2
1176,119500,6951,923,1,0,1,0,3,1,0,1
1177,115000,3950,1224,0,0,1,0,3,1,0,1
1178,154900,7681,1343,0,0,1,1,3,1,1,1
1179,93000,8335,1124,0,0,1,0,3,1,1,0
1180,250000,11170,2514,0,0,2,1,4,1,0,2
1181,392500,5587,1652,1,1,2,0,2,1,1,2
1183,120000,10800,1130,1,0,1,0,2,1,1,2
1185,104900,9738,1221,1,0,1,0,4,1,0,1
1186,95000,10615,1699,1,0,2,0,3,2,0,2
1187,262000,12461,1624,1,0,2,0,2,1,1,3
1188,195000,8935,1660,0,0,2,1,3,1,0,2
1189,189000,7500,1804,0,0,2,1,3,1,1,2
1191,174000,2645,1441,0,0,2,1,2,1,0,2
1192,125000,9600,1472,0,0,1,0,3,1,0,1
1193,165000,4500,1224,1,0,2,0,2,1,0,2
1194,158000,9364,1352,0,0,1,1,4,1,0,1
1195,176000,8029,1456,0,0,2,1,3,1,0,2
1196,219210,14054,1863,0,0,2,1,4,1,1,3
1197,144000,8850,1690,0,0,1,0,3,1,1,1
1198,178000,9100,1212,0,0,2,0,3,1,0,2
1199,148000,11235,1382,0,0,1,1,3,1,1,2
1200,116050,9353,864,0,0,1,0,3,1,0,1
1201,197900,10400,1779,0,0,2,1,3,1,0,2
1202,117000,6000,1348,1,0,1,0,3,1,1,1
1203,213000,9750,1630,0,0,2,0,3,1,1,2
1204,153500,10140,1074,1,0,1,1,3,1,0,2
1205,271900,14684,2196,0,0,2,0,3,1,1,3
1206,107000,8900,1056,1,0,1,0,2,1,0,1
1207,200000,9135,1700,1,0,2,0,3,1,0,2
1208,140000,7763,1283,1,0,1,0,3,1,0,2
1209,290000,10182,1660,1,0,2,0,3,1,1,2
1210,189000,11218,1845,0,0,2,1,3,1,1,2
1211,164000,12134,1752,0,0,2,0,4,1,0,2
1212,113000,9340,672,1,0,1,0,2,1,0,1
1213,145000,10246,960,1,1,0,0,0,1,0,1
1214,134500,10205,999,1,0,1,0,3,1,0,1
1215,125000,7094,894,0,0,1,0,3,1,0,1
1216,112000,8930,1902,0,0,2,0,4,2,0,2
1217,229456,8640,1314,1,0,2,0,3,1,0,2
1218,80500,6240,912,0,0,1,0,2,1,0,0
1219,91500,1680,1218,0,0,1,1,3,1,0,0
1220,115000,7800,912,0,0,1,0,2,1,0,1
1221,134000,8250,1211,0,0,1,0,3,1,1,1
1222,143000,10496,1846,0,0,2,0,3,1,1,1
1223,137900,10680,2136,0,0,2,0,4,1,0,2
1224,184000,15384,1490,1,0,2,1,3,1,1,2
1225,145000,10482,1138,0,1,1,0,3,1,0,1
1226,214000,14598,1933,0,0,2,1,4,1,1,3
1227,147000,8872,912,1,0,1,0,2,1,0,2
1228,367294,8769,1702,1,0,1,1,1,1,1,3
1229,127000,7910,1507,0,0,2,0,4,1,0,1
1230,190000,18890,2620,0,0,2,2,4,2,1,2
1231,132500,7728,1190,1,0,1,0,3,1,0,2
1232,101800,9842,1224,0,0,2,0,2,2,0,2
1233,142000,12160,1188,1,0,1,0,3,1,0,2
1234,130000,8525,1964,0,0,1,1,4,1,0,0
1235,138887,13132,1784,0,0,1,1,4,1,0,1
1236,175500,2628,1626,0,0,2,1,2,1,0,2
1237,195000,12393,1948,0,0,2,1,4,1,1,2
1238,142500,13072,1141,0,0,1,1,3,1,0,2
1239,265900,9037,1484,0,0,2,0,2,1,1,2
1240,224900,8158,1768,1,0,2,1,3,1,0,2
1241,248328,9849,1689,0,0,2,0,3,1,0,3
1242,170000,10625,1173,1,0,2,0,3,1,2,2
1243,465000,13891,2076,1,0,2,1,2,1,1,3
1244,230000,11435,1517,0,0,1,0,3,1,2,2
1245,178000,12090,1868,0,0,3,1,3,1,1,2
1246,186500,8125,1553,0,0,2,1,3,1,0,2
1247,169900,12328,1034,1,0,1,0,3,1,0,3
1248,129500,9600,2058,0,0,1,1,3,1,1,2
1249,119000,7200,988,0,0,1,0,3,1,0,1
1250,244000,11160,2110,1,0,2,1,3,1,2,2
1251,171750,3136,1405,0,0,2,0,2,1,1,2
1252,130000,9858,874,1,0,1,0,3,1,0,1
1253,294000,17542,2167,1,0,2,1,3,1,2,2
1254,165400,6931,1656,0,0,2,1,3,1,1,2
1255,127500,6240,1367,0,0,1,0,3,1,1,1
1256,301500,14303,1987,1,0,2,0,2,1,1,2
1257,99900,4060,864,0,0,1,0,2,1,0,0
1258,190000,9587,1166,1,0,2,0,2,1,0,2
1259,151000,9750,1054,1,0,1,1,3,1,0,2
1260,181000,24682,1675,0,0,2,1,3,1,1,2
1261,128900,9600,1050,0,0,1,0,2,1,0,1
1262,161500,11250,1788,1,0,1,0,5,1,2,1
1263,180500,13515,1824,0,0,1,0,3,1,1,2
1264,181000,4060,1337,1,0,2,0,2,1,0,2
1265,183900,3735,1452,1,0,2,1,3,1,0,2
1266,122000,10120,1889,0,0,1,1,4,2,1,1
1267,378500,13214,2018,0,0,2,0,3,1,1,3
1268,381000,14100,3447,0,0,3,1,4,1,2,3
1269,144000,11344,1524,0,0,1,1,3,1,0,1
1270,260000,23595,1524,2,0,0,1,0,1,1,2
1271,185750,9156,1489,0,0,2,0,3,1,1,2
1272,137000,13526,935,1,0,1,0,3,1,0,1
1273,177000,11512,1357,1,0,1,0,2,1,1,1
1274,139000,5362,1250,0,0,2,0,3,1,1,2
1275,137000,11345,1920,0,0,2,0,4,2,0,2
1276,162000,12936,1395,0,1,1,1,3,1,1,2
1277,197900,17871,1724,1,0,1,1,3,1,1,2
1278,237000,9473,2031,1,0,2,1,3,1,1,2
1279,68400,7500,1128,0,0,1,0,2,1,0,2
1280,227000,9808,1573,1,0,2,0,3,1,0,2
1281,180000,8049,1339,1,0,2,0,2,1,1,2
1282,150500,8800,1040,0,0,2,0,3,1,0,2
1283,139000,9400,1824,0,0,2,2,4,2,0,0
1284,169000,9638,2447,0,0,2,0,4,1,1,1
1285,132500,6000,1412,0,0,1,0,4,1,1,1
1286,143000,9790,1328,1,0,1,1,3,1,2,2
1288,278000,5664,1659,1,0,2,0,2,1,1,2
1289,281000,11065,1970,0,0,2,1,3,1,1,3
1290,180500,14112,1152,1,0,1,0,3,1,1,2
1291,119500,1680,1302,0,0,2,1,3,1,0,1
1292,107500,6600,2372,0,0,2,0,4,2,0,1
1293,162900,10140,1664,0,0,2,1,4,1,1,2
1294,115000,8172,864,1,0,1,0,2,1,0,2
1295,138500,8400,1052,1,0,1,1,3,1,0,1
1296,155000,8700,1128,1,0,2,0,3,1,0,2
1297,140000,3675,1072,1,0,2,0,2,1,0,2
1299,154000,7500,1246,1,0,1,1,3,1,0,1
1300,225000,10762,1983,0,0,2,1,3,1,1,2
1301,177500,7500,1494,0,0,1,0,3,1,2,1
1302,290000,10120,2526,1,0,2,1,4,1,1,3
1303,232000,8688,1616,0,0,2,0,3,1,0,3
1304,130000,3363,1708,0,0,2,0,3,1,0,2
1305,325000,13173,1652,1,0,2,0,2,1,2,2
1306,202500,6955,1368,0,0,2,0,2,1,1,2
1307,138000,8072,990,1,0,1,0,3,1,0,2
1308,147000,12000,1122,1,0,1,0,2,1,0,2
1309,179200,7153,1294,1,0,2,0,3,1,0,2
1310,335000,17500,1902,1,0,2,0,3,1,2,2
1311,203000,8814,1274,1,0,2,0,3,1,0,2
1312,302000,9572,2810,0,0,2,1,4,1,1,2
1313,333168,14774,2599,0,0,2,1,4,1,1,3
1314,119000,8190,948,1,0,1,0,3,1,1,1
1315,206900,11075,2112,0,0,2,1,4,1,2,2
1316,295493,10226,1630,1,0,2,0,3,1,1,3
1317,208900,4230,1352,0,0,2,0,2,1,1,2
1318,275000,14781,1787,0,0,2,0,3,1,1,3
1319,111000,10215,948,0,0,1,0,3,1,0,1
1320,156500,8400,1478,1,0,1,1,3,1,2,2
1321,72500,6627,720,0,0,1,0,2,1,0,1
1322,190000,10186,1923,1,0,2,1,3,1,1,2
1323,82500,5330,708,0,0,1,0,2,1,0,0
1324,147000,9986,1795,0,0,2,0,2,1,1,3
1325,55000,3636,796,0,0,1,0,2,1,0,0
1326,79000,4270,774,0,0,1,0,3,1,0,0
1327,130500,6600,816,0,1,1,0,3,1,1,1
1328,256000,10440,2792,0,0,2,0,5,1,2,2
1329,176500,9084,1632,0,0,2,1,3,1,1,2
1330,227000,10000,1588,0,0,2,0,3,1,1,3
1331,132500,10780,954,0,0,1,0,3,1,0,2
1332,100000,8877,816,1,0,1,0,2,1,1,1
1333,125500,7200,1360,0,0,1,1,2,1,0,1
1334,125000,2368,1365,0,0,1,1,3,1,0,2
1335,167900,9650,1334,0,1,2,0,2,1,1,2
1336,135000,9246,1656,0,0,2,0,4,2,0,2
1337,52500,4118,693,0,0,1,0,2,1,0,0
1338,200000,13450,1861,1,0,2,1,3,1,0,2
1339,128500,9560,864,0,0,1,0,3,1,0,1
1340,123000,8294,872,0,0,1,0,3,1,0,4
1341,155000,13695,1114,1,0,1,0,3,1,0,2
1342,228500,9375,2169,0,0,2,1,3,1,1,2
1343,177000,7558,1913,0,0,1,1,3,1,1,2
1344,155835,11103,1456,0,0,2,1,3,1,1,2
1345,108500,6000,960,0,0,1,0,2,1,0,1
1346,262500,20781,2156,0,0,2,0,3,1,1,2
1347,283463,15306,1776,1,0,2,0,3,1,1,3
1348,215000,16196,1494,1,0,2,0,3,1,1,2
1349,122000,5250,2358,0,0,2,0,4,1,0,0
1350,200000,11643,2634,1,1,2,2,6,2,0,4
1351,171000,9247,1716,0,0,1,1,4,1,1,2
1352,134900,6000,1176,0,0,1,0,2,1,0,2
1353,410000,14720,3238,1,0,2,1,4,1,1,3
1354,235000,10316,1865,1,0,2,1,3,1,1,3
1355,170000,10192,1920,0,0,3,0,4,1,1,2
1356,110000,9477,892,0,0,1,0,3,1,0,1
1357,149900,12537,1078,1,0,1,1,3,1,1,2
1358,177500,2117,1573,0,0,2,1,3,1,0,2
1359,315000,16737,1980,1,0,2,0,3,1,1,3
1360,189000,9842,2601,0,0,3,1,4,1,0,2
1361,260000,16158,1530,1,0,2,0,3,1,1,2
1362,104900,12513,1738,0,0,2,0,4,1,1,1
1363,156932,8499,1412,0,0,2,1,3,1,1,2
1364,144152,3180,1200,0,0,2,1,2,1,0,2
1365,216000,7500,1674,1,0,2,1,3,1,0,2
1366,193000,9179,1790,1,0,2,1,3,1,0,2
1367,127000,2665,1475,0,0,2,0,4,1,1,1
1368,144000,4435,848,1,0,1,0,1,1,0,2
1369,232000,10635,1668,1,0,2,0,3,1,1,2
1370,105000,5400,1374,0,0,1,0,2,1,0,1
1371,165500,9600,1661,1,0,1,0,3,1,1,1
1372,274300,9750,2097,1,0,2,1,3,1,1,2
1373,466500,11400,2633,1,0,2,1,2,1,2,3
1374,250000,10625,1958,0,0,2,1,3,1,1,3
1375,239000,10991,1571,0,0,2,0,3,1,1,3
1376,91000,6292,790,0,0,1,0,2,1,0,1
1377,117000,10998,1604,0,0,2,0,3,1,0,2
1378,83000,1953,987,0,0,1,1,2,1,0,1
1379,167500,9735,1394,0,0,2,1,3,1,0,2
1380,58500,8212,864,1,0,1,0,2,1,0,1
1381,237500,12925,2117,0,0,2,1,4,1,2,2
1382,157000,7200,1762,1,0,1,1,4,1,0,2
1383,112000,25339,1416,0,0,2,0,3,1,0,2
1384,105000,9060,1258,0,0,1,0,2,1,0,1
1385,125500,5436,1154,1,0,1,0,3,1,0,1
1386,250000,16692,2784,1,0,3,1,5,1,2,2
1387,136000,8520,2526,0,0,2,0,5,1,1,1
1388,377500,14892,1746,1,0,2,0,3,1,2,3
1389,131000,6000,1218,0,1,1,0,3,1,1,2
1390,235000,9100,1525,1,0,2,0,3,1,0,2
1391,124000,8944,1584,0,0,2,0,4,2,0,3
1392,123000,7838,900,1,0,1,0,3,1,1,1
1393,163000,10800,1912,0,0,2,0,3,2,1,2
1394,246578,4045,1500,1,0,2,0,2,1,1,3
1395,281213,12665,2482,0,0,2,1,4,1,1,3
1397,137500,6120,1513,0,0,1,1,4,1,0,1
1398,138000,7200,1904,1,0,1,1,3,1,0,1
1399,137450,6171,1608,0,0,2,1,3,1,1,1
1400,120000,6000,1158,0,0,1,0,3,1,1,1
1401,193000,7415,1593,1,0,2,1,3,1,1,2
1402,193879,6762,1294,0,0,2,0,2,1,1,2
1403,282922,15256,1464,1,0,2,0,3,1,0,3
1404,105000,10410,1214,0,0,1,0,3,1,0,3
1405,275000,3842,1646,1,1,2,0,2,1,1,2
1406,133000,8445,768,1,0,1,0,2,1,0,2
1407,112000,8780,833,1,0,1,0,3,1,0,0
1408,125500,7740,1363,0,0,1,0,3,1,0,2
1409,215000,20544,2093,0,0,2,1,3,1,1,2
1410,230000,12420,1840,1,0,2,1,3,1,0,2
1411,140000,9600,1668,0,0,1,1,3,1,0,1
1412,90000,7200,1040,0,0,2,0,2,2,0,2
1413,257000,10994,1844,1,0,2,0,2,1,1,2
1414,207000,13053,1848,0,0,1,1,4,1,1,2
1415,175900,3635,1569,0,1,2,0,1,1,1,3
1416,122500,11340,2290,0,0,2,0,4,2,0,2
1417,340000,16545,2450,1,0,2,1,3,1,1,3
1418,124000,9204,1144,1,0,1,1,3,1,0,1
1419,223000,16381,1844,1,0,2,0,3,1,1,2
1420,179900,11700,1416,0,0,2,1,3,1,1,2
1421,127500,4043,1069,0,0,2,0,2,1,1,2
1422,136500,4435,848,1,0,1,0,1,1,0,2
1423,274970,19690,2201,0,0,2,0,4,1,1,2
1424,144000,9503,1344,1,0,1,0,2,1,1,1
1425,142000,10721,1252,0,0,1,0,3,1,0,2
1426,271000,10944,2127,1,0,2,1,3,1,2,2
1427,140000,10930,1558,1,0,1,1,3,1,1,1
1428,119000,7200,804,1,0,1,0,2,1,2,1
1429,182900,12546,1440,0,0,2,0,3,1,1,2
1430,192140,21930,1838,0,0,2,1,4,1,1,2
1431,143750,4928,958,0,0,2,0,2,1,0,2
1432,64500,10800,968,0,0,2,0,4,1,0,1
1433,186500,10261,1792,1,0,2,1,3,1,1,2
1434,160000,17400,1126,1,0,2,0,3,1,1,2
1435,174000,8400,1537,1,0,1,1,3,1,1,2
1436,120500,9000,864,0,0,1,0,3,1,0,2
1437,394617,12444,1932,1,0,2,0,2,1,1,3
1438,149700,7407,1236,1,0,1,0,2,1,0,2
1439,197000,11584,1725,0,0,2,1,3,1,1,2
1440,191000,11526,2555,0,0,2,0,3,1,1,2
1441,149300,4426,848,1,0,1,0,1,1,1,2
1442,310000,11003,2007,1,0,2,1,3,1,1,3
1443,121000,8854,952,0,0,1,0,2,1,1,1
1444,179600,8500,1422,0,0,2,0,3,1,0,2
1445,129000,8400,913,1,0,1,0,3,1,0,1
1447,240000,10000,2090,1,0,2,1,3,1,1,2
1448,112000,11767,1346,0,0,1,1,2,1,0,1
1449,92000,1533,630,1,0,1,0,1,1,0,0
1450,136000,9000,1792,0,0,2,2,4,2,0,0
1451,287090,9262,1578,0,0,2,0,3,1,1,3
1452,145000,3675,1072,1,0,1,0,2,1,0,2
1453,84500,17217,1140,0,0,1,0,3,1,0,0
1454,185000,7500,1221,1,0,2,0,2,1,0,2
1455,175000,7917,1647,0,0,2,1,3,1,1,2
1456,210000,13175,2073,1,0,2,0,3,1,2,2
1457,266500,9042,2340,0,0,2,0,4,1,2,1
1458,142125,9717,1078,1,0,1,0,2,1,0,1
1459,147500,9937,1256,1,0,1,1,3,1,0,1
